bookId,chapter,verse,commentary
59,3,1-12,"<p><strong><br/>3:1-5:6  WORLDLY AMBITION AND CHRISTIAN FAITH</strong></p><p><strong>Control of the tongue (3:1-12)</strong></p><p>James warns his readers not to be too ambitious to be teachers in the church, because if they instruct others and then fail themselves, they will receive greater judgment. This places teachers in particular danger, because they cannot avoid making some mistakes (3:1-2). A person who can control his tongue can control the whole self. Just as the bit controls the horse and the rudder controls the ship, so the tongue controls the person. Small as it is, the tongue can do great damage when uncontrolled, just as a tiny flame in dry grass can burn down a whole forest (3-5).<br/>All the wrong within a person shows itself through the uncontrolled tongue. With the help of Satan, the tongue spreads evil through people’s lives like a destructive fire that burns out of control. The more they speak evil, the more their behaviour becomes evil (6). People are able to tame wild animals, but they are unable to tame their own tongues (7-8). Three examples from nature illustrate the inconsistency of using the same tongue to bless God and curse people (9-12).</p>"
59,3,13-18,"<p><strong><br/>Spiritual and worldly wisdom (3:13-18)</strong></p><p>Christians must distinguish between spiritual wisdom and worldly wisdom. Some people are undoubtedly skilful in laying plans and using circumstances to achieve their goals, but their actions are often characterized by jealousy, selfishness and dishonesty. This is worldly wisdom. It comes not from God but from Satan, and results in wrong actions. It contrasts sharply with spiritual wisdom, which is characterized by humility and uprightness (13-16).<br/>In addition, those who act according to spiritual wisdom will consider the well-being of others before their own. They will be free of any trace of deceit or dishonesty (17). The farmer who sows good seed can expect a good harvest. Similarly, Christians who sow peace by building good relations with others can expect to see a harvest of righteousness in their lives (18).</p>"
66,2,18-29,"<p><strong><br/>Letter to Thyatira (2:18-29)</strong></p><p>There had been considerable progress in the church at Thyatira (18-19). Yet this church also had been corrupted by teaching that encouraged participation in idol feasts and their associated immorality.</p><p>In Pergamum the false teachers were men and were likened to Balaam. In Thyatira the teacher was a woman and is likened to Jezebel, whose false religion was similarly characterized by idolatry and immorality (20; cf. 1 Kings 16:31-33; 2 Kings 9:22). This false prophetess is now given a final warning, for the penetrating eyes of the righteous God see all that she is doing (see v. 18; cf. 1:14-15). If she does not turn from her sins, God will punish her and her followers with sickness, disease or death, according to the extent of each person’s sin (21-23).</p><p>On the other hand, those who are faithful to the end will be rewarded when Christ returns (24-25). Victorious believers will share the royal rule of their victorious Lord. The ‘night’ of suffering will be over, and Christ the ‘morning star’ will be with them for ever (26-29).</p>"
59,4,1-12,"<p><strong><br/>Worldliness and its results (4:1-12)</strong></p><p>Continuing his teaching on the evil results of worldly attitudes, James explains why fights and quarrels occur. Selfish ambition fights against the more spiritual motives. Some Christians are constantly looking for more power, increased possessions and higher status. Because they want the wrong things, they do not pray. If they pray, they find their prayers refused, and so try to do things their own way (4:1-3). This is worldliness, and it is opposed to the ways of God. God has given believers the Holy Spirit to control their lives and he wants no rivals, such as the spirit of worldliness, to turn them away from him (4-5).<br/>God opposes those who, in their pride, ignore him and act according to their own ambitions. He strengthens those who, in their humility, draw near to him and resist Satan’s temptations to rely on worldly methods (6-8). Those who gain pleasure from ungodly attitudes are rejoicing in their own foolishness. They should rather be sad and repent (9-10).<br/>One matter in which they should immediately begin to change is that of unkind talk about others. This is another example of worldly pride, for the offending person, instead of obeying the law, claims the right to judge others. This right belongs to God alone (11-12).</p>"
59,5,7-20,"<p><strong><br/>5:7-20  THE NEED FOR PATIENCE AND PRAYER</strong></p><p>Many Christians were poor and oppressed, some of them no doubt farmers who suffered because of the rich landowners. James encourages them to wait patiently for the Lord’s return (which will bring them victory in the end), just as the farmer waits patiently for the rain that will bring his crops to final harvest (7-8). God is using these trials to teach them patience, so they must not fight against his purposes by grumbling. Some Old Testament examples show that those who cooperate with God’s purposes experience the enjoyment of his love and mercy (9-11; cf. Job 1:20-21; 2:10). James further warns that swearing rash oaths will not help them bear their trials. He suggests that they would do better to speak and act normally (12).</p><p>When believers are going though times of trouble, they should not complain or swear, but pray. When they are happy they should not act foolishly, but sing (13). Christians should realize the power that is available to them through prayer. If they are sick they may ask the elders to pray for them. (The act of pouring oil would give the sick person a symbolic reassurance of the divine help being given.) In certain cases physical suffering may be the result of personal sin, in which case healing will assure the sufferer that the sin is forgiven (14-15).</p><p>If Christians confess their faults to each other, they can pray more intelligently for each other’s needs (16). The example of Elijah is an assurance that God answers the prayers of his people (17-18; cf. 1 Kings 17:1; 18:1,42-46).</p><p>Christians should be concerned for all people, not just for those who meet regularly in the church. They should always be looking for opportunities to bring people to God, so that those people can have their sins forgiven (19-20).</p>"
60,1,1-12,"<p><strong><br/>1:1-2:10  HIGH STATUS FOR GOD’S PEOPLE</strong></p><p><strong>The character of salvation (1:1-12)</strong></p><p>Peter’s readers are ‘God’s scattered people’, an expression that Peter uses with a wide meaning. In relation to their place of local residence, they are God’s people scattered throughout northern Asia Minor. But in relation to heaven, they are God’s people scattered in a foreign land. Their true homeland is heaven, and the foreign land is the world. They really belong to God. He chose them and cleansed them, with the aim that they be holy and obedient (1:1-2).<br/>Through the death and resurrection of Christ, God gives believers new life and promises them eternal blessings. He also protects this life for them. They can therefore be assured that when the day of inheritance arrives at Christ’s return, they will enjoy the promised blessings and so experience salvation in its fulness (3-5).<br/>This assurance gives Christians joy amid the trials of the present life. Trials produce endurance, and endurance proves that faith is genuine (6-7). As faith grows stronger and joy increases, so their love for Christ is enriched. They experience in advance the greater fellowship that they will have with Christ when their salvation reaches its fulfilment at his return (8-9).<br/>Old Testament prophets, who by God’s Spirit foretold this salvation, tried unsuccessfully to find out when it would come about and who the great Messiah-Saviour would be. God showed them that their prophecies would be understood by a future generation. When Christ died and rose again, other messengers of God, guided by the same eternal Spirit, saw the real meaning of their prophecies and then taught others (10-12).</p>"
60,2,4-10,"<p><strong><br/>God’s living temple (2:4-10)</strong></p><p>People in general might see no worth in Christ and reject him, but God sees him as the chosen one through whom sinners have eternal life. Those who receive new life through Christ are likened to living stones who form a temple in which God is worshipped. They also form the priesthood that offers the worship (4-5).<br/>Christ is the chief cornerstone in this living building, and those who believe in him will never be disappointed (6). The people of Israel, who were originally intended to build God a living temple, threw out the main stone when they rejected Christ. A rejected building stone lies in the way and becomes an obstacle to the builders, preventing them from doing their work as they should. In the same way Jesus Christ, whom the people of Israel rejected, becomes an obstacle to them, so that they cannot do what God requires of them. God has now taken this rejected stone and made him the chief cornerstone in a new living temple, the Christian church (7-8).</p><p>During the period of the Old Testament, Israel was God’s people, God’s chosen nation; but now all believers are God’s people, regardless of race. They pass from the kingdom of darkness into the kingdom of light. They have received God’s mercy, and their task now is to tell others about the great and merciful acts of God (9-10; cf. Exod 19:4-6).</p>"
60,2,11-25,"<p><strong><br/>2:11-3:12  CHRISTIAN RELATIONSHIPS</strong></p><p><strong>In society (2:11-25)</strong></p><p>The present world is not the true home of those who have come into a living relationship with Jesus Christ. They are now God’s people and they belong to the heavenly kingdom. But their higher status and greater citizenship do not give them the right to do as they like in the present world. They must discipline and control themselves. Negatively, they must not give in to the desires of the sinful nature; positively, they must maintain right behaviour in the eyes of people in general. Their conduct should demonstrate to an unbelieving world the worth of the Christian life (11-12).<br/>God desires life in human society to be orderly, and Christians should cooperate with God’s purpose by obeying civil authorities. The civil authorities, on their part, should be just and fair in punishing those who do wrong and rewarding those who do good (13-14). Right conduct by Christians in this matter will prevent criticism from their opponents. It will also show that Christians, though they are free, know how to make the proper use of their freedom. They respect, love and honour people as true Christians should, and above all they reverence God (15-17).<br/>Christian servants also must be cooperative, whether their masters are kind or harsh (18). Masters may be unreasonable and life may become difficult and painful, but those who follow Jesus must endure their sufferings patiently as he did (19-21). Jesus Christ did no wrong, but he had confidence that God would act justly on his behalf. Such confidence enabled him to endure unjust treatment silently (22-23).<br/>What caused Christ’s suffering, however, was more than the cruelty of his persecutors. It was the sins of Christians, the people who are now asked to suffer for his sake. It was <em>their</em> sins he bore on the cross. Through his death, sin’s power over them is broken. They are cleansed, given new life, and brought under his loving care (24-25).</p>"
60,3,1-12,"<p><strong><br/>In the home and the church (3:1-12)</strong></p><p>Another sphere where Christians should display the character of Christ is the home. Wives can display a Christlike character through an attitude of submission to their husbands, even though the husbands may be unbelievers. By the wives’ good conduct and quiet spirit, the husbands may be won for God (3:1-4). Some women of Old Testament times, in particular Sarah, are good examples of a wife’s conduct (5-6).<br/>Christian husbands should not act thoughtlessly or harshly towards their wives, partly because women are physically weaker, but more importantly because women receive God’s blessings equally with men. Tension between husbands and wives hinders their prayers (7).<br/>In the church likewise believers must have consideration for one another. They must show love and kindness to all, even to those whom they find hard to like. Only as they act towards one another in love will they obtain the blessing that God desires for them (8-9). They will find true enjoyment in life as they turn away from insincere speech and hurtful actions, and concentrate instead on doing good and promoting peace. They will also find that such a life is assured of God’s constant help (10-12).</p>"
60,3,13-22,"<p><strong><br/>3:13-4:19  SUFFERING FOR CHRIST’S SAKE</strong></p><p><strong>Example of Christ (3:13-22)</strong></p><p>Persecution cannot really harm those who are eager to please God, because with such people persecution always results in greater spiritual blessing (13). Because they love what is right they may be persecuted by those who love what is wrong, but to suffer for such a reason is a cause for joy, not sorrow. If people are devoted to Christ and are always ready to give others an explanation for their devotion, they will not fear their persecutors (14-15). They should also try to avoid all forms of wrongdoing. Perhaps their enemies will see that they are persecuting without cause, and so feel ashamed of themselves (16-17).<br/>As Peter thinks about those who suffer for doing good, he is reminded of the perfect example, Jesus Christ. The one who was perfect died for sinners to bring them to God. In his body he suffered the penalty for their sins - death. But he triumphed over death. His spirit, instead of being bound by those forces that lead to eternal condemnation, entered into fuller life. He then went to the place where evil spirits are imprisoned awaiting final judgment and announced his victory (18-19).</p><p>Those spirits had led people to rebel against God (as, for example, in the time of Noah; see Gen 6:1-8), but Christ has now conquered all sin and rebellion. God’s saving of Noah and his family by means of the ark illustrates the salvation of believers. A corresponding illustration in the New Testament is baptism. Christ has died and triumphed over death, and therefore believers are, through him, cleansed from sin, made alive and brought back to God (20-22).</p>"
60,4,1-11,"<p><strong><br/>Changed lives of Christ’s followers (4:1-11)</strong></p><p>Christ’s death dealt with sin once and for all. In that sense he has nothing more to do with sin. Christians are united with Christ in his death, and therefore they too should have nothing more to do with sin. They should live no longer to please themselves but to please God (4:1-2). Christians must have no more involvement with the disgusting practices of their former days, no matter how much their reformed behaviour brings jeers and insults from their former friends (3-4).<br/>Ungodly people must one day face divine judgment and condemnation, but in the case of believers, Christ has already borne that judgment and condemnation. The only judgment of sin that they experience is the suffering of their present physical existence, which reaches its climax in death. Those believers who are now dead believed the gospel that was preached to them while they were still living (i.e. during their earthly lives). Therefore, although they experienced physical death as one of the natural consequences of sin, they now live spiritually with God (5-6).<br/>The final great events of the world’s history could begin at any time. Christians should be alert, but should not get over-excited. They should control themselves, pray, and act with love at all times (7-9). They should use their God-given abilities with diligence, whether in teaching God’s Word or in giving practical help to others. Above all they must work in such a way as to bring praise and glory to God (10-11).</p>"
60,4,12-19,"<p><strong><br/>Joy amid persecution (4:12-19)</strong></p><p>Christians should not be surprised when they have to suffer because of their faith in Christ. Their association with him means that they have to share his suffering now, just as they will share his glory in the future. They should be glad when they suffer for his sake, because it gives them added assurance that they are God’s people. They know that God is testing and purifying their faith (12-14). They have no need to be downhearted because of persecution, provided such suffering is undeserved and not because of wrongdoing (15-16).<br/>If present sufferings are, in a sense, God’s judgment on his people for a good purpose, how great will be the sufferings of unbelievers when God acts in judgment against them! When believers know that they suffer because it is God’s will for them and not because of any wrongdoing on their part, they will trust God to use these trials for their good (17-19).</p>"
60,5,1-14,"<p><strong><br/>5:1-14  LEADERSHIP, HUMILITY AND WATCHFULNESS</strong></p><p>Church elders are to be sincere, understanding and hard-working in looking after the church that God has placed in their care. They are to be shepherds who care for the flock because they are interested in the flock’s welfare, not because they want to make money (5:1-2). They must not use their authority to force people, but rather show by example how Christians should act. They must remember that they themselves are answerable to the Chief Shepherd, Jesus Christ, who will one day return and review their work (3-4).<br/>Christian relationships should be characterized by a spirit of willing submission. This applies not just to the attitude of younger people to older people, but to attitudes in general. All Christians should submit to each other. God opposes the proud but helps the humble (5-6). God cares for his people, and they should confide in him. At the same time they must be careful how they live, for Satan will try to use any opportunity to make their lives useless for God (7-8). They must resist Satan, knowing that Christians everywhere suffer from his attacks. Yet God uses his people’s sufferings to strengthen and perfect them, with the goal that they share Christ’s glory (9-11).<br/>Peter has used Silas to write this brief letter of encouragement. The church in Rome (figuratively referred to as Babylon, symbol of the world in its organized opposition to God) joins with Peter, Silas and Mark in sending greetings. The Christians who receive the letter should greet each other, and so encourage each other in love (12-14).<br/></p>"
61,1,1-15,"<p><strong><br/>1:1-21  GOD’S POWER AT WORK IN BELIEVERS</strong></p><p><strong>The truly Christian character (1:1-15)</strong></p><p>In his righteousness, God has given all Christians, from elderly apostles to new converts, equal blessing through the gospel (1:1-2). He has also given them everything they need to live lives of holiness in a world that is corrupt through uncontrolled passions. The lives of believers must be in keeping with the life of God that has been given them. God’s promises are the assurance of his help in reaching this goal (3-4).<br/>Faith that is genuine will produce lives of moral goodness, but only if believers apply some determination and effort. True Christians will want to increase in the knowledge of God, and this will teach them self-control and endurance, leading to godliness. As they know more of God and his ways, they will love others more (5-7). Those who eagerly seek these qualities will be useful for God, but those who neglect them are in danger of falling again under the power of sin from which they have been saved (8-9). By developing the truly Christian character, believers receive added assurance that they belong to God now and will enjoy his presence in the coming eternal kingdom (10-11).</p><p>Peter knows that he must continually remind Christians of their responsibilities, for even the mature can become lazy (12). By sending this letter to them now, he is making sure that they will have a constant reminder after he has gone. He expects that very soon he will face the execution that Jesus spoke of more than thirty years earlier (13-15; cf John 21:18-19).</p>"
61,1,16-21,"<p><strong><br/>Evidence of Christ’s power and glory (1:16-21)</strong></p><p>In speaking as he has concerning God’s power to change lives, Peter has not been giving some theory out of his own imagination. He himself saw the power of God of which he speaks. He also saw something of the majesty and glory that will be revealed when Christ returns, for he was one of the three chosen disciples who were with Christ at the time of his transfiguration. Besides seeing the evidence of God’s power, Peter heard the testimony that the Father spoke concerning his Son. What Peter speaks of is not a myth, but an actual event that happened at a certain place and a certain time in history. It cannot be denied (16-18; cf. Mark 9:2-8).</p><p>Apart from Peter’s own witness of the power and glory of Christ, there is the witness of the Old Testament writings. Prophecies concerning Christ’s first coming were fulfilled, and this gives assurance that those concerning his second coming will also be fulfilled. These prophecies are like a lamp in the night. They are useful and helpful until the full light dawns at the return of Christ (19).<br/>It is important that Christians pay attention to these prophecies, for they are not stories that people have invented (cf. v. 16), but messages from God. They were given through God’s Spirit, and people can understand them properly only with the help of the same Spirit (20-21).</p>"
61,2,1-10,"<p><strong><br/>2:1-22  WARNING AGAINST FALSE TEACHERS</strong></p><p><strong>Punishment of the ungodly (2:1-10a)</strong></p><p>Having spoken about the purpose of prophecies, Peter now gives a warning to beware of those who will use prophecies to support their own teachings. History shows that there have always been false teachers who have tried to gain a following by the misuse of Scripture (2:1). The punishment of all such people is certain. They oppose Christ, give the church a bad name, lead people into sin and make financial profit from the Christians they deceive (2-3).</p><p>Old Testament examples show how God saves his people but punishes the ungodly. The angels who rebelled against God are imprisoned, awaiting the final judgment when all who oppose God will be condemned (4). The stories of Noah and Lot illustrate God’s mercy on the righteous and his punishment of the wicked. In both cases he saved the righteous but destroyed the ungodly among whom they lived (5-8; cf. Gen 6:1-18; 19:12-25).</p><p>Christians who are troubled by false teachers should learn from these examples. If they trust more firmly in the overruling mercy and justice of God, their faith will withstand the attacks of the trouble-makers (9-10a).</p>"
61,2,11-22,"<p><strong><br/>Character of the false teachers (2:10b-22)</strong></p><p>Being arrogant and self-assertive, the false teachers show no respect for anyone. They even insult angels, who hold a higher position than humans in the order of created beings. By contrast, the angels have such reverence for God that they dare not use insulting language in his presence, even against those who deserve condemnation (10b-11).</p><p>The false teachers use neither their reasoning nor their willpower to control themselves. Like animals they simply follow their bodily appetites. They practise sexual immorality without any feeling of shame, and by their disgraceful gluttony they spoil the fellowship meals of the church. Because they act like animals, they will be destroyed like animals. Because they have made others suffer, they themselves will suffer (12-14). Like Balaam they would destroy God’s people, both morally and religiously, because of their desire for personal gain (15-16; cf. Num 22:1-40; 25:1-9; 31:16).</p><p>By promising a new life of freedom, the false teachers deceive people. Like waterless springs and rainless clouds, they build up people’s hopes only to disappoint by not giving the satisfaction they promised. By teaching that Christians are free to satisfy their bodily desires, they lead many new converts back into the sinful ways from which they have just escaped. But these misguided converts find not freedom but slavery, for a person becomes the slave of whatever defeats him (17-19). In turning from the ways of God, they are caught again by the deadly forces of sin. They are then led back into the sort of wrongdoing that they formerly practised as pagans. But because of what they have learnt of God’s righteousness, their guilt is now greater. Their ultimate punishment also will be greater (20-22).</p>"
61,3,1-7,"<p><strong><br/>3:1-18  SIGNIFICANCE OF CHRIST’S RETURN</strong></p><p><strong>Assurance of his coming (3:1-7)</strong></p><p>The activity of the false teachers is no reason for the Christians to panic or become confused. Peter’s teaching has followed that of the Old Testament prophets and the New Testament apostles, both in helping develop pure faith and in warning those who would try to corrupt that faith (3:1-2).</p><p>Christians should not be discouraged by those who scoff at the idea of Christ’s second coming. Such people argue that Christ will not return and that the natural course of events will continue uninterrupted as it has from the beginning (3-4). But these scoffers ignore some of the plain facts of history; for example, the flood in Noah’s day. In the creation story, God made the land appear out of water, but he then interrupted what appeared to be the normal course of events by using water to cover the land and destroy the sinners (5-6; cf. Gen 1:6-7; 6:17). One day he will intervene in human affairs again, this time destroying the sinners by fire (7).</p>"
61,3,8-18,"<p><strong><br/>Reasons for the delay (3:8-18)</strong></p><p>Some people may wonder why there is such a delay before Christ’s return. The answer is that from God’s point of view there is no delay, since he does not view time according to human standards. Eternity is not time carried on and on indefinitely, but is an entirely different order of things. If there seems to be a delay from the human point of view, it is because God is waiting as long as possible, so that people might realize the seriousness of their sins and turn from them (8-9).<br/>When the day of God’s intervention arrives, it will be as unexpected as a thief. Christ’s return will bring all things to their destiny - destruction for all that is wicked, new life for all that is righteous. Christians should live in a state of constant readiness for that day by being holy in their conduct and dedicated to God in their manner of living (10-13).<br/>This desire to be ready for the return of Jesus Christ is one reason why Christians should work energetically at developing their Christian lives. Only by determined effort will they be blameless in their behaviour (14).<br/>Another reason why Christians should want to grow in holiness is their gratitude to God for his patience with them, for without such patience sinners could never be saved. Paul gave similar advice in his letters, but certain people twist the plain meaning of his words. Paul taught that sinners are saved by God’s grace, not by their good deeds, but ignorant and mischievous people distort his teaching to mean that good deeds are not important. They therefore do as they like and so ruin their lives (15-16).<br/>The best way for Christians to protect themselves against the destructive influence of such false teaching is to learn more about Jesus Christ. They should concentrate on developing within themselves the qualities that are found in him (17-18).<br/></p>"
62,2,7-17,"<p><strong><br/>Christian love in the present world (2:7-17)</strong></p><p>The commandment to love one another is old because it is found in the Old Testament and was quoted by Christ (Lev 19:18; Matt 5:43-44; John 13:34). It is new because it belongs to the new age of ‘light’ that began with Christ, in contrast to the present world’s age of ‘darkness’. The work of Christ has given love a new meaning (7-8). The love shown by Christ is the love that Christians must show to others. If love determines their behaviour, they live in God’s light. They see what they are doing and therefore they do right. If hate determines their behaviour, they live in darkness. They are spiritually blind and therefore they do wrong. If people claim to be Christians but hate others, they only deceive themselves (9-11).</p><p>John does not want any to doubt their salvation unnecessarily because of what he just said, so he quickly reminds them of the grounds for their assurance. New believers may not yet have learnt a lot, but at least they know that they have a Father in heaven who forgives them. Elderly believers have the assurance that comes through their many years of knowing God. Believers in the energetic years of their Christian lives grow in confidence and strength as they see the power of God at work in defeating Satan (12-14).<br/>Christians must not allow themselves to become affected by the attitudes and behaviour of the unbelievers around them. The ordinary people of the world belong to the age of darkness and make their decisions according to what they want for themselves, whether concerning possessions, activities, achievements, or status. Christians belong to the new age of light, the eternal kingdom where God’s values rule and his will is done. They must make their judgments according to his standards, not the standards of the present ungodly world (15-17).</p>"
62,2,18-29,"<p><strong><br/>2:18-29  ENEMIES OF CHRIST</strong></p><p>Those who claimed to have superior knowledge of Christian truth had left the church and tried to draw others away with them. By denying that Jesus Christ was at the same time fully divine and fully human, they denied a truth that was basic to the Christian faith. Far from being superior Christians, they were enemies of Christ. They showed that within them was the spirit of antichrist (18-19).<br/>In contrast to these rebels, true believers are indwelt by the Spirit of God. This Spirit gives them added confidence that the teaching they originally accepted, which John is now repeating, is indeed the truth (20-21).<br/>The Father and the Son are equally God and are inseparable. Therefore, if people reject Jesus as the Son of God, they also reject the Father. If they accept the Father, they must also accept the Son (22-23). People live in union with the Father through living in union with the Son, and the result of this union is eternal life (24-25).<br/>As the indwelling Spirit confirms the truth of Christ to them, believers will learn to reject the teaching of the deceivers. They know what they have been taught by their teachers from the beginning. They do not need new (false) teachers to come and give them additional (false) teaching (26-27). As believers have a better understanding of God’s character, they will have greater confidence in him and a clearer knowledge of how his children should behave. If they act upon this knowledge, they will have no cause for shame when they meet Christ at his return (28-29).</p>"
62,3,1-10,"<p><strong><br/>3:1-5:5  THE LIFE OF LOVE</strong></p><p><strong>Right behaviour for God’s children (3:1-10)</strong></p><p>John cannot find words to express his feelings when he considers the great love God has shown in making sinful people his children. They now think and act according to the nature of their heavenly Father, with the result that unbelievers, who think and act according to the world’s standards, cannot understand them (3:1). God’s children know little about the nature of life in the world to come, but they know at least that in some way they will be like Christ. This is good reason for them to become as much like Christ as possible in their present lives. They should be pure in thought and behaviour as he was (2-3).<br/>According to the bold assertions of the false teachers, knowledge is all-important and behaviour does not matter. John contradicts this, pointing out that sin is the breaking of God’s law. Therefore, if people deliberately carry on sinning, they know neither God who gave the law nor Christ who takes away sin. John is not saying that Christians cannot sin (he has already shown the impossibility of this in 1:6-10), but that they do not sin as they like. They may have failures and make mistakes, but they do not sin habitually (4-6).<br/>The behaviour of people shows whether they belong to Christ or the devil. They cannot belong to both, as the two are opposed to each other (7-8). If they are true Christians, they will have a divine power within them fighting the devil so that they might not sin. If they sin habitually, it shows that they are not Christians (9-10).</p>"
62,3,11-24,"<p><strong><br/>God’s children love one another (3:11-24)</strong></p><p>Since Christians do what is right and refuse what is wrong, their lives will be characterized by love. But the world will not respond kindly to their goodness, just as Cain did not respond kindly to Abel’s (11-12). When sinners are shamed by the uprightness of others, the outcome usually is that they hate them for it (13). Hate produces murder, and murder is obviously not a characteristic of the Christian (14-15).<br/>Those who have genuine love, instead of taking the lives of others, would rather sacrifice their own. Self-sacrifice, even in the everyday things of life, is the chief characteristic of love. Love is proved by actions, not words, as Jesus Christ showed, and Christians must follow his example (16-18).<br/>With such high standards before them, some Christians may feel guilty that they have failed to practise this love. They may even doubt their salvation. John assures them that they have no need for uncertainty. God knows their good intentions and sees even those acts of kindness of which they themselves are not aware. They must not doubt, but have confidence when they come into his presence (19-21). If they are obedient to his commands, they can be assured that he will answer their prayers. The indwelling Spirit reinforces this assurance and enriches their fellowship with God (22-24).</p>"
62,4,1-6,"<p><strong><br/>Truth and error (4:1-6)</strong></p><p>Christians should examine carefully the teaching they receive, because not all teaching is correct, in spite of speakers’ claims that they are speaking by God’s Spirit. Wrong teaching about Christ may please those who do not want to believe that the Son of God is also a real man, but such teaching is from the devil (4:1-3).<br/>There is no need for Christians to fear the false teachers, because those in whom God dwells can overcome those in whom Satan dwells (4). There will always be some people who listen to false teachers, because those with worldly minds like to listen to worldly ideas. God’s people would rather listen to his truth (5-6).</p>"
62,5,6-12,"<p><strong><br/>5:6-21 ASSURANCE OF ETERNAL LIFE</strong></p><p><strong>The basis of assurance (5:6-12)</strong></p><p>Those who taught Gnostic-type theories did not believe that the person who died on the cross was Jesus Christ the Son of God. They claimed that ‘the Christ’ (i.e. God) descended on Jesus (the man) in the form of a dove after his baptism and empowered him to do miracles, but departed before his crucifixion. According to them, the Jesus who suffered and died was merely a man. He was not ‘the Christ’. In other words, ‘the Christ’ came through water (his baptism) but not through blood (his death).</p><p>John emphatically denies this by saying that Jesus was the Christ, the Son of God, through both experiences. John quotes three witnesses as evidence to support this. The first is the water, for Jesus was already both God and man when he was baptized (cf. John 1:29-34). The second is the blood, for the person who died on the cross was both God and man (cf. John 20:26-31; Acts 2:22-24). The third is the Spirit, for Christ’s indwelling Spirit is the one who confirms this truth to the Christian (cf. 1 John 2:20; 3:24; 4:13). When the testimonies of three witnesses are in agreement, they must be accepted as evidence that cannot be disputed (6-8; cf. Deut 19:15).</p><p>If people accept the testimony of their fellow human beings, how much more should they accept the testimony of God. And God says that the one who died for the sins of the world was his Son. To deny the union of the divine and the human in Jesus is to call God a liar (9-10). God’s Son is the source of eternal life, and those who accept God’s testimony and believe in his Son have eternal life also (11-12).</p>"
62,5,13-21,"<p><strong><br/>Practical results of assurance (5:13-21)</strong></p><p>When Christians know with assurance that God has accepted them and given them eternal life, they will have confidence to come to him with their requests. First, however, they must consider God’s will, and not make requests from the wrong motives. They can then be assured that God will hear and answer their prayers (13-15). John encourages them to pray for one another, but he points out that there may be some cases where a person, through his sin, sets in motion a course of events that no amount of prayer can reverse. Christians must train themselves to see the difference between those cases where they should pray and those cases where they should not (16-17).<br/>Sin is not a characteristic of Christians, because Christ keeps them from coming under the power of Satan. Since they belong to God, their lives are different from those of worldly people in general (18-19). John repeats that Jesus Christ, the Son of God who died for sinners, is the true God and he gives believers eternal life. The substitutes invented by the false teachers are false gods and must be avoided (20-21).<br/></p>"
63,1,1-13,"<p><strong>CONTENTS OF THE LETTER</strong></p><p>The ‘elect lady’ whom John mentions in his opening greeting could have been an individual known to John, but the expression seems more likely to refer to a church. If this is so, ‘her children’ would be the church members. Whoever they were, John addresses them in a way that shows the respect and love he has for them. They are united with John and with Christians everywhere through the truth of Christ that they hold in common and the love of Christ in which they all share. Truth and love are inseparable from the gospel by which they have been saved, and do not change to suit current trends and popular philosophies (1-3).<br/>John is thankful that his readers have maintained their loyalty to the gospel, but he wants them to remember that they must also maintain their Christian love. Those who claim to live according to God’s truth will show it in their love for one another and in their obedience to God’s commands (4-6). In this way they will strengthen themselves and so will not be easily deceived by those who give wrong teaching concerning Christ. One error that some of the travelling preachers were spreading around was that Jesus Christ did not have a truly human body. John warns that if they are allowed to preach such things in the church, their erroneous ideas will soon destroy all the good work that the church has done (7-8).<br/>The false teachers think that their teaching about Jesus is advanced, but actually it destroys all hope of salvation. By refusing to accept Jesus Christ as the Son of God who became a man, they are refusing God himself, for no one can have the Father without having the Son. Christians must not listen to such teaching nor give any encouragement or help to the teachers (9-11).<br/>As John hopes to visit the believers soon, he will write no more at present. The group of Christians from which John writes (possibly the church in Ephesus) joins him in sending greetings (12-13).<br/></p>"
66,3,1-6,"<p><strong><br/>Letter to Sardis (3:1-6)</strong></p><p>The church in Sardis had so much followed the ways of the society around it that it was Christian in name only. Spiritually it was dead (3:1). The Lord of the church can give it new life through the Spirit (see v. 1; cf. 1:4,20), but first the believers must wake up, change their ways, and determine to follow the teaching of the gospel they first believed. If not, swift judgment will fall upon them (2-3).<br/>Some in the church had proved the genuineness of their faith by refusing to alter their beliefs or behaviour to suit the majority. They had ‘kept their clothes clean’. They will therefore join Christ in heaven in ‘clothes’ of greater purity; for he himself has cleansed them, made them his own and brought them into his heavenly Father’s presence (4-6).</p>"
